customer_id,signup_date,country,loyalty_score
101493,2025-06-07,Mexico,0.45
101494,2024-06-16,Russia,0.311
101495,2024-01-09,Kazakhstan,0.404
101496,2024-11-19,Kazakhstan,0.567
101497,2025-08-06,Russia,0.229
101498,2025-01-01,Russia,0.35
101499,2024-04-18,Russia,0.057
101500,2024-11-19,Mexico,0.441
101501,2024-11-01,Russia,0.118
101502,2025-02-08,Kazakhstan,0.263
101503,2025-03-19,USA,0.561
101504,2024-06-12,Mexico,0.534
101505,2024-12-06,Mexico,0.139
101506,2024-11-24,Mexico,0.073
101507,2024-04-20,USA,0.223
101508,2024-11-30,Russia,0.158
101509,2024-04-03,Kazakhstan,0.267
101510,2024-05-11,USA,0.278
101511,2024-07-09,Kazakhstan,0.514
101512,2025-10-12,USA,0.427
101513,2024-02-05,Russia,0.151
101514,2025-07-28,Russia,0.173
101515,2024-05-25,USA,0.162
101516,2025-09-27,Kazakhstan,0.309
101517,2024-03-28,Kazakhstan,0.31
101518,2025-02-12,USA,0.184
101519,2024-11-07,Russia,0.188
101520,2024-05-31,USA,0.028
101521,2024-08-26,Kazakhstan,0.193
101522,2024-09-29,Russia,0.226
101523,2025-01-28,Russia,0.34
101524,2025-05-06,Kazakhstan,0.286
101525,2024-07-07,Kazakhstan,0.198
101526,2024-09-12,USA,0.322
101527,2024-01-23,Russia,0.123
101528,2024-06-22,Russia,0.112
101529,2024-08-09,Russia,0.373
101530,2025-06-24,Belarus,0.206
101531,2025-05-20,Mexico,0.737
101532,2025-06-01,Kazakhstan,0.063
101533,2024-06-20,Belarus,0.254
101534,2024-05-23,Mexico,0.339
101535,2024-09-28,Russia,0.599
101536,2024-10-13,Russia,0.138
101537,2025-05-20,USA,0.214
101538,2025-08-03,Russia,0.717
101539,2024-09-29,USA,0.67
101540,2024-05-24,Kazakhstan,0.034
101541,2025-08-17,Russia,0.511
101542,2024-12-25,Russia,0.144
101543,2025-09-07,Russia,0.56
101544,2024-09-18,Russia,0.374
101545,2024-07-27,Kazakhstan,0.608
101546,2024-02-10,Kazakhstan,0.14
101547,2025-05-08,Belarus,0.249
101548,2024-11-28,Kazakhstan,0.315
101549,2024-06-18,Russia,0.244
101550,2024-10-26,Russia,0.343
101551,2024-04-03,USA,0.397
101552,2025-10-12,Russia,0.195
101553,2024-10-20,Mexico,0.106
101554,2024-07-20,Kazakhstan,0.498
101555,2025-02-07,Mexico,0.215
101556,2025-06-16,Russia,0.427
101557,2025-09-18,Russia,0.345
101558,2025-04-01,Kazakhstan,0.127
101559,2024-04-07,USA,0.823
101560,2024-10-07,Russia,0.033
101561,2025-04-22,Russia,0.125
101562,2025-07-05,Russia,0.185
101563,2024-11-14,USA,0.244
101564,2025-07-24,Russia,0.556
101565,2024-03-29,Russia,0.053
101566,2024-08-18,Belarus,0.071
101567,2025-10-13,USA,0.076
101568,2024-05-11,Belarus,0.334
101569,2025-04-11,Russia,0.53
101570,2024-05-21,Kazakhstan,0.289
101571,2024-03-27,Russia,0.272
101572,2024-04-16,Russia,0.096
101573,2025-08-29,USA,0.29
101574,2025-10-18,Kazakhstan,0.223
101575,2024-03-10,Russia,0.436
101576,2025-04-19,USA,0.327
101577,2024-03-03,USA,0.154
101578,2025-07-03,Mexico,0.263
101579,2024-08-10,Russia,0.289
101580,2024-02-01,Russia,0.489
101581,2025-09-20,Belarus,0.325
101582,2025-09-08,Belarus,0.389
101583,2024-01-23,USA,0.373
101584,2024-09-18,USA,0.501
101585,2025-09-07,USA,0.511
101586,2024-08-22,Russia,0.386
101587,2025-02-13,Belarus,0.084
101588,2025-08-05,Russia,0.382
101589,2024-02-14,Kazakhstan,0.448
101590,2024-11-25,Russia,0.272
101591,2025-01-15,Russia,0.168
101592,2025-09-11,Russia,0.353
101593,2024-11-03,Russia,0.103
101594,2025-07-15,Russia,0.71
101595,2025-01-12,Mexico,0.172
101596,2024-10-16,Russia,0.23
101597,2025-05-08,Russia,0.673
101598,2025-07-21,Mexico,0.411
101599,2025-03-30,Mexico,0.178
101600,2025-02-18,Mexico,0.234
101601,2025-10-30,Mexico,0.322
101602,2025-02-07,Mexico,0.423
101603,2024-04-14,Belarus,0.114
101604,2025-09-07,Mexico,0.469
101605,2025-06-28,Russia,0.506
101606,2024-09-04,Russia,0.151
101607,2024-10-02,Mexico,0.143
101608,2025-03-21,Russia,0.384
101609,2025-06-08,Belarus,0.148
101610,2025-04-16,Russia,0.305
101611,2025-08-20,Kazakhstan,0.381
101612,2024-02-17,Mexico,0.382
101613,2025-10-26,Mexico,0.374
101614,2024-11-22,Kazakhstan,0.188
101615,2024-06-27,Russia,0.43
101616,2024-05-24,Mexico,0.065
101617,2024-10-30,Mexico,0.063
101618,2024-07-21,Kazakhstan,0.266
101619,2025-09-23,USA,0.415
101620,2024-11-29,Mexico,0.192
101621,2025-09-25,USA,0.508
101622,2025-03-26,Mexico,0.252
101623,2024-09-06,USA,0.307
101624,2024-09-25,Belarus,0.048
101625,2025-09-21,Mexico,0.141
101626,2025-03-16,USA,0.27
101627,2024-09-28,Russia,0.111
101628,2025-05-16,Kazakhstan,0.34
101629,2024-09-08,Belarus,0.128
101630,2024-05-25,Russia,0.468
101631,2025-05-21,Mexico,0.196
101632,2024-02-26,Mexico,0.303
101633,2024-11-11,USA,0.358
101634,2024-10-02,Russia,0.257
101635,2024-10-27,Kazakhstan,0.294
101636,2024-05-22,USA,0.276
101637,2024-09-15,Kazakhstan,0.307
101638,2024-03-23,Mexico,0.057
101639,2024-10-16,Kazakhstan,0.093
101640,2025-05-08,Russia,0.358
101641,2024-04-03,Russia,0.671
101642,2024-04-10,Russia,0.179
101643,2024-02-10,Kazakhstan,0.401
101644,2025-07-11,Russia,0.098
101645,2025-05-20,Mexico,0.062
101646,2024-01-30,USA,0.66
101647,2025-01-13,Russia,0.12
101648,2024-11-10,Russia,0.504
101649,2025-03-26,Russia,0.177
101650,2024-09-07,USA,0.128
101651,2025-06-21,Russia,0.194
101652,2024-12-05,Mexico,0.244
101653,2024-06-03,Russia,0.282
101654,2024-12-02,Russia,0.268
101655,2024-06-05,Russia,0.644
101656,2024-12-02,Mexico,0.479
101657,2024-07-05,Russia,0.288
101658,2024-10-17,USA,0.542
101659,2024-07-22,Belarus,0.34
101660,2024-12-16,Russia,0.256
101661,2025-05-24,Russia,0.105
101662,2025-04-06,Mexico,0.39
101663,2024-09-07,Mexico,0.119
101664,2024-11-30,Russia,0.376
101665,2024-08-04,Russia,0.209
101666,2024-07-27,Kazakhstan,0.511
101667,2025-03-02,USA,0.081
101668,2025-06-08,Belarus,0.335
101669,2024-05-05,USA,0.402
101670,2024-06-20,Mexico,0.179
101671,2024-03-12,Belarus,0.39
101672,2025-10-26,Kazakhstan,0.087
101673,2025-04-12,Mexico,0.303
101674,2024-04-16,Kazakhstan,0.316
101675,2025-05-21,Mexico,0.193
101676,2024-07-23,Russia,0.176
101677,2024-07-17,Russia,0.061
101678,2024-11-23,USA,0.347
101679,2025-03-02,Kazakhstan,0.135
101680,2025-03-17,USA,0.775
101681,2024-01-23,USA,0.281
101682,2025-05-11,Belarus,0.417
101683,2024-09-27,Russia,0.587
101684,2025-09-05,Mexico,0.208
101685,2025-01-22,Mexico,0.255
101686,2025-09-19,Russia,0.17
101687,2024-06-18,USA,0.327
101688,2025-03-20,Kazakhstan,0.575
101689,2024-08-21,Russia,0.271
101690,2025-07-29,Russia,0.404
101691,2025-02-12,Russia,0.636
101692,2025-05-19,Belarus,0.406
101693,2025-01-30,Mexico,0.541
101694,2025-05-26,Russia,0.114
101695,2024-04-13,Russia,0.1
101696,2024-06-02,Mexico,0.205
101697,2025-04-18,Kazakhstan,0.336
101698,2024-05-03,Kazakhstan,0.163
101699,2024-02-23,Mexico,0.276
101700,2025-01-09,USA,0.101
101701,2025-10-11,USA,0.279
101702,2024-07-26,Mexico,0.211
101703,2024-05-15,Russia,0.7
101704,2025-04-30,Russia,0.312
101705,2024-06-18,Belarus,0.299
101706,2025-06-03,USA,0.553
101707,2024-05-14,Russia,0.145
101708,2024-05-06,Kazakhstan,0.188
101709,2025-10-26,Kazakhstan,0.134
101710,2025-02-05,Kazakhstan,0.259
101711,2024-07-11,Russia,0.365
101712,2024-10-29,Russia,0.423
101713,2025-02-09,Russia,0.164
101714,2024-01-31,Russia,0.258
101715,2025-10-25,Belarus,0.176
101716,2024-11-16,Kazakhstan,0.074
101717,2025-09-28,Mexico,0.099
101718,2025-06-13,Mexico,0.347
101719,2024-01-29,USA,0.464
101720,2025-06-20,Russia,0.152
101721,2024-12-15,USA,0.327
101722,2025-08-13,Kazakhstan,0.359
101723,2025-02-06,Mexico,0.155
101724,2024-07-05,Mexico,0.265
101725,2025-04-15,Kazakhstan,0.21
101726,2024-07-10,Kazakhstan,0.025
101727,2024-08-13,Mexico,0.587
101728,2025-01-29,Russia,0.145
101729,2024-08-07,Belarus,0.452
101730,2025-09-18,Russia,0.137
101731,2024-01-03,Russia,0.332
101732,2024-09-14,Mexico,0.291
101733,2024-01-24,USA,0.472
101734,2025-04-27,USA,0.188
101735,2025-01-03,Russia,0.502
101736,2024-04-09,Russia,0.598
101737,2024-02-20,Kazakhstan,0.092
101738,2025-05-14,Kazakhstan,0.11
101739,2024-05-15,Russia,0.356
101740,2025-07-18,Mexico,0.174
101741,2024-08-11,Mexico,0.279
101742,2025-01-02,Belarus,0.3
101743,2024-02-17,Mexico,0.236
101744,2024-12-06,Belarus,0.372
101745,2024-01-21,Mexico,0.028
101746,2024-05-29,USA,0.192
101747,2025-09-13,USA,0.173
101748,2025-10-16,USA,0.324
101749,2024-10-18,USA,0.043
101750,2025-08-31,Russia,0.309
101751,2024-05-17,Kazakhstan,0.369
101752,2025-01-28,Mexico,0.466
101753,2025-04-19,Russia,0.126
101754,2025-08-19,Belarus,0.169
101755,2024-01-07,Russia,0.217
101756,2025-02-02,Russia,0.383
101757,2024-06-13,Kazakhstan,0.253
101758,2024-09-16,Russia,0.455
101759,2025-10-05,Kazakhstan,0.233
101760,2025-03-13,Russia,0.514
101761,2025-08-24,USA,0.066
101762,2024-05-07,Russia,0.06
101763,2025-03-02,Kazakhstan,0.23
101764,2025-09-12,Mexico,0.611
101765,2024-03-03,Belarus,0.103
101766,2025-08-08,Russia,0.192
101767,2024-08-01,Russia,0.256
101768,2024-10-09,Belarus,0.276
101769,2024-01-19,Russia,0.21
101770,2025-07-15,Russia,0.198
101771,2024-05-26,Mexico,0.356
101772,2025-10-26,Kazakhstan,0.209
101773,2024-01-18,Russia,0.097
101774,2024-03-14,Belarus,0.383
101775,2024-03-25,Mexico,0.059
101776,2025-03-30,Russia,0.178
101777,2025-02-28,Russia,0.476
101778,2024-05-17,Russia,0.623
101779,2024-03-08,USA,0.248
101780,2024-06-24,Russia,0.311
101781,2024-04-14,Russia,0.351
101782,2025-04-24,Russia,0.627
101783,2025-08-27,Mexico,0.062
101784,2024-10-14,Mexico,0.118
101785,2024-08-12,Russia,0.533
101786,2024-12-16,USA,0.4
101787,2024-08-11,Mexico,0.201
101788,2024-05-01,Russia,0.57
101789,2024-02-27,USA,0.605
101790,2025-03-12,Russia,0.415
101791,2025-06-17,Mexico,0.165
101792,2024-12-14,Russia,0.476
101793,2025-03-29,Kazakhstan,0.574
101794,2024-03-18,Kazakhstan,0.262
101795,2025-01-01,USA,0.114
101796,2025-03-26,Mexico,0.259
101797,2025-02-18,Belarus,0.335
101798,2024-01-17,Russia,0.051
101799,2024-03-08,Kazakhstan,0.035
101800,2025-10-22,Russia,0.313
101801,2024-06-23,USA,0.335
101802,2024-06-04,Mexico,0.456
101803,2025-01-26,Kazakhstan,0.385
101804,2025-05-06,Russia,0.309
101805,2025-09-29,Mexico,0.193
101806,2025-05-13,Russia,0.421
101807,2025-07-01,Mexico,0.22
101808,2025-09-06,Mexico,0.317
101809,2025-03-05,Kazakhstan,0.417
101810,2025-02-09,Mexico,0.1
101811,2024-12-13,Kazakhstan,0.063
101812,2024-05-17,Russia,0.545
101813,2024-01-11,Kazakhstan,0.239
101814,2024-03-23,Russia,0.164
101815,2025-08-19,Russia,0.342
101816,2024-07-24,Kazakhstan,0.331
101817,2024-02-14,Mexico,0.117
101818,2024-04-03,Russia,0.241
101819,2024-03-27,Kazakhstan,0.342
101820,2024-09-08,USA,0.234
101821,2025-04-09,Mexico,0.269
101822,2025-06-23,USA,0.205
101823,2025-06-28,Mexico,0.155
101824,2025-10-04,Belarus,0.714
101825,2025-06-10,Belarus,0.082
101826,2024-06-25,Belarus,0.344
101827,2024-10-30,Kazakhstan,0.211
101828,2025-03-09,Russia,0.378
101829,2024-04-28,Russia,0.333
101830,2025-04-05,Russia,0.209
101831,2024-01-24,Russia,0.495
101832,2024-05-30,Mexico,0.342
101833,2025-07-24,Belarus,0.21
101834,2024-08-01,Russia,0.599
101835,2025-10-17,Mexico,0.059
101836,2025-07-16,Russia,0.357
101837,2024-06-12,USA,0.573
101838,2025-09-08,Mexico,0.145
101839,2025-08-03,Belarus,0.421
101840,2025-10-20,Kazakhstan,0.295
101841,2024-09-26,Mexico,0.51
101842,2025-08-30,Russia,0.311
101843,2024-07-27,Russia,0.228
101844,2024-08-26,Belarus,0.044
101845,2024-12-04,Russia,0.328
101846,2024-08-30,Kazakhstan,0.777
101847,2024-01-06,Belarus,0.239
101848,2025-04-26,Russia,0.388
101849,2024-10-23,USA,0.377
101850,2025-07-01,Mexico,0.565
101851,2024-05-13,Russia,0.139
101852,2024-05-31,Mexico,0.328
101853,2025-04-22,Belarus,0.352
101854,2025-04-12,Mexico,0.247
101855,2024-12-02,Mexico,0.204
101856,2025-02-07,USA,0.169
101857,2025-08-05,Russia,0.405
101858,2025-08-12,USA,0.057
101859,2025-08-23,Kazakhstan,0.145
101860,2025-10-27,Russia,0.531
101861,2024-07-31,Russia,0.265
101862,2025-06-17,Russia,0.102
101863,2024-07-06,USA,0.547
101864,2025-08-04,Belarus,0.178
101865,2025-09-21,Russia,0.323
101866,2024-10-21,Mexico,0.499
101867,2024-12-03,Kazakhstan,0.435
101868,2024-03-19,Mexico,0.262
101869,2024-03-05,Russia,0.312
101870,2024-05-12,USA,0.506
101871,2024-01-31,USA,0.139
101872,2024-09-24,Russia,0.354
101873,2025-10-25,Kazakhstan,0.151
101874,2025-04-18,Russia,0.243
101875,2025-01-23,Belarus,0.387
101876,2025-05-03,Russia,0.241
101877,2024-02-06,USA,0.317
101878,2025-03-15,Russia,0.097
101879,2024-12-08,Mexico,0.14
101880,2024-03-17,Mexico,0.303
101881,2024-12-03,Russia,0.387
101882,2025-03-21,Russia,0.397
101883,2024-10-18,USA,0.265
101884,2025-09-09,Russia,0.243
101885,2025-09-29,Russia,0.111
101886,2024-08-30,Russia,0.286
101887,2025-09-27,Belarus,0.433
101888,2024-06-11,Russia,0.373
101889,2024-03-24,Russia,0.244
101890,2025-03-10,Belarus,0.123
101891,2024-04-11,Mexico,0.24
101892,2024-08-02,Mexico,0.334
101893,2024-09-30,Kazakhstan,0.223
101894,2025-04-05,Russia,0.355
101895,2025-07-12,Russia,0.355
101896,2025-08-21,Belarus,0.335
101897,2025-02-21,Mexico,0.612
101898,2025-10-07,Kazakhstan,0.142
101899,2025-05-03,USA,0.283
101900,2025-08-08,Russia,0.211
101901,2025-01-20,Mexico,0.281
101902,2024-03-20,Mexico,0.531
101903,2024-05-20,USA,0.253
101904,2024-10-04,USA,0.203
101905,2025-07-01,Russia,0.167
101906,2024-10-04,USA,0.219
101907,2024-01-10,Kazakhstan,0.464
101908,2024-10-16,Mexico,0.122
101909,2025-04-12,USA,0.212
101910,2025-10-25,Belarus,0.223
101911,2024-05-10,Belarus,0.311
101912,2024-07-26,Russia,0.399
101913,2024-11-11,Belarus,0.599
101914,2024-11-23,Russia,0.161
101915,2025-10-15,Kazakhstan,0.461
101916,2024-09-24,Russia,0.264
101917,2024-12-27,USA,0.566
101918,2024-06-17,Mexico,0.621
101919,2024-02-08,Mexico,0.528
101920,2024-09-19,Russia,0.139
101921,2024-10-14,Russia,0.178
101922,2024-04-25,USA,0.455
101923,2025-03-18,Russia,0.085
101924,2024-08-09,USA,0.437
101925,2024-02-07,Kazakhstan,0.294
101926,2024-12-24,Kazakhstan,0.141
101927,2024-06-18,Kazakhstan,0.275
101928,2025-05-02,Kazakhstan,0.407
101929,2024-01-13,Kazakhstan,0.32
101930,2025-05-30,Kazakhstan,0.107
101931,2024-12-27,Mexico,0.623
101932,2025-05-04,Russia,0.61
101933,2024-09-12,Russia,0.16
101934,2025-08-14,Kazakhstan,0.196
101935,2024-12-03,Russia,0.295
101936,2025-10-30,Kazakhstan,0.148
101937,2024-07-17,Kazakhstan,0.128
101938,2025-07-27,Mexico,0.62
101939,2025-03-16,Russia,0.309
101940,2025-09-12,Kazakhstan,0.139
101941,2024-04-25,Mexico,0.173
101942,2024-12-09,Russia,0.486
101943,2025-08-30,Mexico,0.437
101944,2024-06-12,Mexico,0.109
101945,2025-10-05,Russia,0.173
101946,2025-10-10,Kazakhstan,0.028
101947,2024-11-26,Mexico,0.201
101948,2025-05-03,Belarus,0.618
101949,2024-11-07,Mexico,0.063
101950,2025-03-16,USA,0.074
101951,2025-07-29,Mexico,0.476
101952,2025-05-11,Belarus,0.509
101953,2024-07-13,USA,0.151
101954,2025-01-23,Kazakhstan,0.386
101955,2025-06-22,Russia,0.473
101956,2025-01-24,Russia,0.233
101957,2024-07-11,Belarus,0.274
101958,2025-05-18,USA,0.454
101959,2025-04-27,Belarus,0.52
101960,2025-03-01,Russia,0.415
101961,2024-08-11,USA,0.293
101962,2025-01-12,Kazakhstan,0.306
101963,2025-02-07,Russia,0.297
101964,2024-05-23,Belarus,0.444
101965,2025-09-12,Russia,0.6
101966,2025-02-02,Russia,0.334
101967,2024-02-06,Mexico,0.192
101968,2024-06-30,Mexico,0.747
101969,2025-06-24,USA,0.175
101970,2025-04-09,Russia,0.5
101971,2024-12-29,USA,0.334
101972,2024-11-27,Mexico,0.263
101973,2024-09-10,Russia,0.075
101974,2025-09-23,Kazakhstan,0.552
101975,2024-08-22,Mexico,0.433
101976,2025-07-10,Russia,0.284
101977,2024-02-16,Russia,0.19
101978,2024-12-23,Mexico,0.042
101979,2024-06-22,Russia,0.34
101980,2024-10-09,Kazakhstan,0.154
101981,2025-02-21,Kazakhstan,0.177
101982,2024-02-15,USA,0.076
101983,2024-03-06,Belarus,0.032
101984,2025-01-23,Kazakhstan,0.115
101985,2025-03-24,USA,0.2
101986,2024-02-11,Russia,0.264
101987,2025-10-06,Mexico,0.159
101988,2024-10-20,Russia,0.278
101989,2025-10-19,Mexico,0.335
101990,2024-04-01,Mexico,0.048
101991,2025-08-18,Mexico,0.381
101992,2025-03-07,Kazakhstan,0.116
101993,2025-06-24,Russia,0.113
101994,2025-06-25,Mexico,0.345
101995,2024-04-29,USA,0.805
101996,2024-04-22,Russia,0.23
101997,2025-10-12,Russia,0.251
101998,2024-10-16,Russia,0.176
101999,2024-05-15,USA,0.469
102000,2025-02-26,Russia,0.26
102001,2025-08-05,Russia,0.252
102002,2024-07-02,Russia,0.546
102003,2025-08-11,USA,0.111
102004,2024-02-13,Kazakhstan,0.263
102005,2025-02-20,Mexico,0.443
102006,2024-09-08,Mexico,0.34
102007,2024-12-15,Kazakhstan,0.399
102008,2025-02-10,Mexico,0.571
102009,2024-05-14,Kazakhstan,0.242
102010,2024-02-03,Belarus,0.204
102011,2024-12-14,Russia,0.361
102012,2025-09-30,Russia,0.484
102013,2024-07-13,Belarus,0.185
102014,2025-01-09,Russia,0.369
102015,2024-03-25,Russia,0.241
102016,2024-08-18,USA,0.237
102017,2024-03-26,Russia,0.213
102018,2024-03-16,Russia,0.19
102019,2025-06-20,Mexico,0.602
102020,2025-08-28,Belarus,0.072
102021,2025-09-10,Russia,0.51
102022,2025-05-03,Russia,0.184
102023,2024-04-05,Belarus,0.23
102024,2025-09-12,Russia,0.079
102025,2024-01-09,USA,0.26
102026,2024-06-29,Mexico,0.601
102027,2024-06-25,Kazakhstan,0.134
102028,2025-05-13,USA,0.209
102029,2024-03-31,Russia,0.435
102030,2025-10-10,Russia,0.128
102031,2024-05-06,USA,0.292
102032,2025-07-31,Kazakhstan,0.084
102033,2025-01-25,Russia,0.45
102034,2024-06-16,Belarus,0.156
102035,2024-10-09,Mexico,0.333
102036,2024-03-17,Belarus,0.183
102037,2024-10-14,Russia,0.206
102038,2025-04-08,Russia,0.771
102039,2024-05-17,Kazakhstan,0.287
102040,2025-10-06,Russia,0.161
102041,2025-03-21,Russia,0.391
102042,2024-09-03,Mexico,0.396
102043,2024-07-12,Kazakhstan,0.252
102044,2025-06-03,Russia,0.212
102045,2024-09-24,USA,0.066
102046,2025-09-23,Russia,0.384
102047,2024-11-06,USA,0.345
102048,2025-04-14,Belarus,0.425
102049,2025-08-28,Mexico,0.48
102050,2025-09-28,Kazakhstan,0.284
102051,2024-06-14,Mexico,0.435
102052,2024-10-17,Russia,0.324
102053,2025-04-26,Russia,0.36
102054,2024-10-02,USA,0.265
102055,2024-07-26,Russia,0.233
102056,2025-02-19,Kazakhstan,0.059
102057,2025-08-22,Mexico,0.578
102058,2024-11-07,Russia,0.315
102059,2024-09-21,Russia,0.267
102060,2025-05-25,USA,0.553
102061,2024-12-04,Russia,0.694
102062,2024-07-26,Russia,0.299
102063,2025-08-10,USA,0.272
102064,2025-02-12,Russia,0.183
102065,2025-03-26,Russia,0.362
102066,2025-06-28,USA,0.29
102067,2024-03-04,Russia,0.158
102068,2025-07-24,USA,0.309
102069,2024-04-01,Mexico,0.341
102070,2024-01-08,USA,0.186
102071,2025-10-25,Russia,0.529
102072,2024-07-05,Russia,0.11
102073,2024-01-20,Mexico,0.069
102074,2025-04-15,Mexico,0.467
102075,2024-07-20,Russia,0.481
102076,2024-10-06,Russia,0.104
102077,2025-10-04,Russia,0.376
102078,2025-01-16,Russia,0.392
102079,2024-01-11,Kazakhstan,0.308
102080,2025-03-30,Kazakhstan,0.122
102081,2024-04-18,Mexico,0.193
102082,2024-08-03,Russia,0.11
102083,2024-05-22,Russia,0.039
102084,2025-09-04,Russia,0.024
102085,2024-02-27,Russia,0.492
102086,2024-12-28,Russia,0.161
102087,2024-11-12,USA,0.027
102088,2025-01-04,Russia,0.429
102089,2025-01-31,Russia,0.335
102090,2024-03-09,Mexico,0.161
102091,2024-08-01,USA,0.216
102092,2025-01-14,Mexico,0.255
102093,2024-03-13,Mexico,0.249
102094,2025-06-26,Russia,0.327
102095,2025-06-27,Kazakhstan,0.323
102096,2024-12-20,Russia,0.194
102097,2025-06-22,Mexico,0.506
102098,2024-10-14,Mexico,0.451
102099,2025-01-11,Kazakhstan,0.133
102100,2024-11-08,USA,0.199
102101,2024-04-02,Mexico,0.363
102102,2024-04-27,Mexico,0.18
102103,2024-12-29,Russia,0.193
102104,2024-02-22,Russia,0.203
102105,2025-02-25,Russia,0.069
102106,2024-08-03,USA,0.542
102107,2024-10-13,Mexico,0.278
102108,2025-08-24,USA,0.453
102109,2025-08-01,Mexico,0.286
102110,2024-11-10,Mexico,0.176
102111,2024-09-18,Kazakhstan,0.358
102112,2025-06-28,Mexico,0.429
102113,2024-12-08,Russia,0.148
102114,2025-05-08,Mexico,0.12
102115,2024-03-17,Russia,0.275
102116,2025-04-21,USA,0.328
102117,2025-01-12,USA,0.179
102118,2024-05-21,Russia,0.274
102119,2025-05-28,Mexico,0.351
102120,2024-12-25,Mexico,0.463
102121,2025-05-04,Russia,0.366
102122,2025-07-09,Belarus,0.149
102123,2024-06-21,Kazakhstan,0.199
102124,2025-06-26,Belarus,0.33
102125,2025-10-26,USA,0.483
102126,2024-12-12,Mexico,0.144
102127,2025-04-27,Russia,0.298
102128,2025-05-31,Belarus,0.495
102129,2024-10-10,Belarus,0.393
102130,2025-06-23,Russia,0.241
102131,2024-10-04,Russia,0.377
102132,2025-08-15,Russia,0.248
102133,2025-06-06,Russia,0.342
102134,2024-12-26,Russia,0.294
102135,2024-04-27,Mexico,0.209
102136,2025-07-08,USA,0.497
102137,2025-03-04,Kazakhstan,0.227
102138,2025-01-17,Mexico,0.068
102139,2025-04-26,Mexico,0.123
102140,2025-10-28,Mexico,0.366
102141,2024-12-11,Mexico,0.68
102142,2024-09-15,Russia,0.304
102143,2025-08-08,USA,0.253
102144,2025-03-11,Russia,0.022
102145,2024-11-09,Russia,0.5
102146,2024-05-01,Kazakhstan,0.407
102147,2024-11-07,Belarus,0.159
102148,2025-09-19,Mexico,0.07
102149,2024-07-09,Russia,0.144
102150,2025-10-04,USA,0.258
102151,2025-09-07,Mexico,0.069
102152,2025-07-20,USA,0.145
102153,2024-07-30,Kazakhstan,0.428
102154,2025-06-16,Russia,0.319
102155,2025-04-10,Russia,0.223
102156,2025-08-24,Mexico,0.268
102157,2024-10-01,Kazakhstan,0.385
102158,2025-02-18,Kazakhstan,0.195
102159,2025-09-18,Russia,0.176
102160,2025-09-04,Russia,0.486
102161,2025-09-27,Kazakhstan,0.42
102162,2024-03-09,Russia,0.037
102163,2024-01-21,USA,0.711
102164,2024-03-04,Russia,0.226
102165,2025-10-28,USA,0.454
102166,2024-10-05,USA,0.602
102167,2025-02-09,Kazakhstan,0.57
102168,2024-10-06,Mexico,0.178
102169,2024-02-19,Belarus,0.051
102170,2025-09-02,Kazakhstan,0.177
102171,2024-11-29,Mexico,0.38
102172,2024-07-23,Mexico,0.468
102173,2024-02-03,Russia,0.377
102174,2024-03-18,USA,0.362
102175,2025-01-02,Russia,0.667
102176,2025-05-29,Russia,0.453
102177,2024-05-04,Kazakhstan,0.121
102178,2024-12-21,Russia,0.237
102179,2024-09-03,Kazakhstan,0.556
102180,2025-03-13,Kazakhstan,0.271
102181,2024-07-23,Kazakhstan,0.377
102182,2025-08-15,USA,0.155
102183,2025-02-07,USA,0.626
102184,2024-04-27,Russia,0.304
102185,2025-07-04,Russia,0.163
102186,2025-03-07,Mexico,0.498
102187,2025-09-19,Russia,0.358
102188,2025-09-10,Kazakhstan,0.027
102189,2024-08-08,Mexico,0.141
102190,2025-04-08,Russia,0.266
102191,2025-01-16,Mexico,0.473
102192,2024-10-17,Mexico,0.08
102193,2024-01-04,Kazakhstan,0.249
102194,2025-06-29,Russia,0.39
102195,2024-09-06,Belarus,0.452
102196,2024-02-15,Russia,0.599
102197,2025-10-05,Mexico,0.223
102198,2024-09-25,Belarus,0.167
102199,2024-03-20,Russia,0.479
